Unnamed: 0,DRNumber,DateReported,DateOccured,TimeOccured,AreaCode,AreaName,ReportedDistrictNumber,CrimeClassification,CrimeCode,CrimeCodeDescription,Mocodes,VictimAge,VictimSex,VictimDescent,PremisCode,PremisDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Crm Cd 1,SecondaryCrimeCode,TertieryCrimeCode,QuartinaryCrimeCode,location,Cross Street,LatitudeCoordinates,longitudeCoordinates
1003937,241506790,2024-02-28,2024-02-23,01:00,15,N Hollywood,1519,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2034 0311 1822 0329,32.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6500 SATSUMA AV,Unknown,34.1885,-118.3671
1003938,241212794,2024-06-22,2024-06-20,17:00,12,77th Street,1263,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8100 S WESTERN AV,Unknown,33.9655,-118.309
1003939,241006194,2024-03-01,2024-02-29,23:00,10,West Valley,1001,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7700 AURA AV,Unknown,34.2101,-118.5544
1003940,241909344,2024-06-06,2024-06-05,21:00,19,Mission,1958,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,WOODMAN AV,VAN NUYS                     BL,34.2471,-118.4482
1003941,241409464,2024-05-12,2024-05-12,15:45,14,Pacific,1494,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,47.0,Female,Other,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 WORLD WY,Unknown,33.9455,-118.4001
1003942,240506760,2024-03-13,2024-03-11,12:00,5,Harbor,513,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 FIGUEROA PL,Unknown,33.7876,-118.2821
1003943,241507953,2024-03-21,2024-03-21,15:00,15,N Hollywood,1521,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 1218 1814 0416,26.0,Male,Hispanic/Latin/Mexican,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13200 SHERMAN WY,Unknown,34.2012,-118.4205
1003944,240607648,2024-02-28,2024-02-23,07:25,6,Hollywood,666,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,44.0,Male,White,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6100 AFTON PL,Unknown,34.0953,-118.3223
1003945,241600500,2024-01-01,2024-01-01,00:10,16,Foothill,1602,Indictable Offence,520,VEHICLE - ATTEMPT STOLEN,1402 1501,47.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,520.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,12700 MERCER ST,Unknown,34.2783,-118.4098
1003946,240706175,2024-02-22,2024-02-21,16:30,7,Wilshire,702,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7500 MELROSE AV,Unknown,34.0837,-118.3533
1003947,241905040,2024-01-27,2024-01-27,16:00,19,Mission,1912,Misdemeanor,755,BOMB SCARE,0404 1822,48.0,Male,Unknown,702.0,OFFICE BUILDING/OFFICE,501.0,BOMB THREAT,IC,Invest Cont,755.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,16000 YARNELL ST,Unknown,34.3209,-118.4793
1003948,240106267,2024-01-31,2024-01-31,17:45,1,Central,119,Misdemeanor,888,TRESPASSING,0910 1501 2004,0.0,Non-Binary,Unknown,900.0,MTA - RED LINE - UNION STATION,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 N ALAMEDA ST,Unknown,34.0561,-118.2375
1003949,241410167,2024-06-04,2024-05-31,14:42,14,Pacific,1494,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1300,41.0,Male,Hispanic/Latin/Mexican,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 WORLD WY,Unknown,33.9455,-118.4004
1003950,241605502,2024-02-20,2024-02-19,17:00,16,Foothill,1651,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9600 RINCON AV,Unknown,34.2445,-118.4155
1003951,241307021,2024-03-03,2024-03-03,14:15,13,Newton,1395,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,24.0,Male,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",212.0,BOTTLE,AA,Adult Arrest,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,CENTRAL AV,FLORENCE,33.9748,-118.2565
1003952,240707027,2024-03-12,2024-03-06,14:00,7,Wilshire,724,Misdemeanor,928,THREATENING PHONE CALLS/LETTERS,1912,0.0,Non-Binary,Unknown,415.0,THE GROVE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,928.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 THE GROVE DR,Unknown,34.0736,-118.3563
1003953,240122912,2024-12-23,2024-12-18,19:30,1,Central,138,Indictable Offence,330,BURGLARY FROM VEHICLE,1307 0344 0329,29.0,Female,Hispanic/Latin/Mexican,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,400 E 3RD ST,Unknown,34.0473,-118.2425
1003954,241804565,2024-01-12,2024-01-12,03:40,18,Southeast,1834,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0345,47.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10600 MCKINLEY AV,Unknown,33.9401,-118.2609
1003955,240306183,2024-02-12,2024-02-12,04:45,3,Southwest,333,Indictable Offence,310,BURGLARY,0329 1822 0216 1609,23.0,Non-Binary,Unknown,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,IC,Invest Cont,310.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2800 CRENSHAW BL,Unknown,34.0278,-118.3378
1003956,240607895,2024-03-26,2024-03-26,03:18,6,Hollywood,635,Misdemeanor,354,THEFT OF IDENTITY,1501 1822 0930,33.0,Female,Korean,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6600 FRANKLIN AV,Unknown,34.1079,-118.3337
1003957,242109504,2024-06-02,2024-06-01,19:24,21,Topanga,2114,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 0352,50.0,Male,White,405.0,CLOTHING STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8200 TOPANGA CANYON BL,Unknown,34.2139,-118.6103
1003958,241513291,2024-08-30,2024-08-27,21:00,15,N Hollywood,1505,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,VALERIO ST,TROOST                       AV,34.2048,-118.3866
1003959,240206021,2024-02-07,2024-02-07,02:45,2,Rampart,246,Indictable Offence,121,"RAPE, FORCIBLE",1817 0913 1415 1409 0527,34.0,Female,Other,503.0,HOTEL,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,121.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,400 S WESTLAKE AV,Unknown,34.0608,-118.2726
1003960,242005184,2024-01-24,2024-01-23,18:00,20,Olympic,2034,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822 1602,37.0,Female,Korean,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,600 S ARDMORE AV,Unknown,34.0579,-118.302
1003961,242113016,2024-11-09,2024-11-09,04:00,21,Topanga,2161,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,24400 HATTERAS ST,Unknown,34.1732,-118.6561
1003962,240315971,2024-11-03,2024-11-02,19:00,3,Southwest,314,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822,29.0,Female,Hispanic/Latin/Mexican,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3700 W MONT CLAIR ST,Unknown,34.0328,-118.323
1003963,240204531,2024-01-10,2024-01-09,23:20,2,Rampart,257,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0385 1300 1822 1608,67.0,Male,Other,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,600 LUCAS AV,Unknown,34.0552,-118.2675
1003964,240114392,2024-07-10,2024-07-08,01:22,1,Central,182,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0.0,Non-Binary,Unknown,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 S HOPE ST,Unknown,34.0437,-118.2617
1003965,240707048,2024-03-11,2024-03-09,23:00,7,Wilshire,733,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,56.0,Male,White,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5700 W 6TH ST,Unknown,34.0649,-118.3525
1003966,241414719,2024-10-30,2024-10-30,06:30,14,Pacific,1496,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300,60.0,Male,White,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6100 W 98TH ST,Unknown,33.9474,-118.3915
1003967,240613658,2024-11-30,2024-11-27,18:30,6,Hollywood,645,Indictable Offence,352,PICKPOCKET,1822 0344,72.0,Female,White,102.0,SIDEWALK,No Weapon Recorded,No Weapon Used,IC,Invest Cont,352.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6900 HOLLYWOOD BL,Unknown,34.1015,-118.3401
1003968,240217420,2024-11-21,2024-11-21,12:35,2,Rampart,211,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,39.0,Male,Black,103.0,ALLEY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4200 MELROSE AV,Unknown,34.0836,-118.2917
1003969,241008028,2024-04-19,2024-04-03,18:35,10,West Valley,1017,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,44.0,Female,Black,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,LOUISE AV,SATICOY                      ST,34.2084,-118.5098
1003970,241311663,2024-07-29,2024-07-29,00:01,13,Newton,1361,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,32.0,Male,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 W 45TH ST,Unknown,34.0029,-118.274
1003971,240108432,2024-03-02,2024-03-02,15:10,1,Central,124,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 0329 1402,0.0,Non-Binary,Unknown,135.0,MTA PROPERTY OR PARKING LOT,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,740.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,SPRING ST,TEMPLE                       ST,34.0549,-118.2426
1003972,242110712,2024-07-12,2024-07-11,11:30,21,Topanga,2189,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 0377,73.0,Female,White,406.0,OTHER STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,VENTURA BL,WINNETKA                     AV,34.171,-118.5709
1003973,241008023,2024-04-19,2024-04-10,13:27,10,West Valley,1023,Misdemeanor,354,THEFT OF IDENTITY,1822 0930,32.0,Male,White,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,18900 KITTRIDGE ST,Unknown,34.1904,-118.5508
1003974,240409588,2024-08-19,2024-08-15,00:56,4,Hollenbeck,412,Indictable Offence,320,"BURGLARY, ATTEMPTED",1300 1302 0344,23.0,Female,White,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,320.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 W AVENUE 26,Unknown,34.0798,-118.2185
1003975,240109890,2024-04-03,2024-04-02,20:00,1,Central,143,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,18.0,Male,Hispanic/Latin/Mexican,717.0,HEALTH SPA/GYM,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,400 S BROADWAY,Unknown,34.0495,-118.2494
1003976,241004439,2024-01-12,2024-01-12,09:00,10,West Valley,1007,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,0429 1810 0400 0421 0913,30.0,Female,Other,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,930.0,No Tertiery Crime Code,No Quartinary Crime Code,7700 GENESTA AV,Unknown,34.2104,-118.5032
1003977,241108932,2024-06-27,2024-06-24,16:55,11,Northeast,1181,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,37.0,Male,Hispanic/Latin/Mexican,212.0,TRANSPORTATION FACILITY (AIRPORT),No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1200 N ALVARADO ST,Unknown,34.0781,-118.2631
1003978,240613697,2024-11-21,2024-11-19,17:30,6,Hollywood,632,Indictable Offence,330,BURGLARY FROM VEHICLE,1822 0344 1300 1501,30.0,Male,White,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7900 W SUNSET BL,Unknown,34.0981,-118.3615
1003979,241012572,2024-12-02,2024-12-02,10:00,10,West Valley,1025,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7000 LINDLEY AV,Unknown,34.1975,-118.5273
1003980,241604723,2024-01-24,2024-01-24,12:45,16,Foothill,1684,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501 1822 2004,49.0,Male,Hispanic/Latin/Mexican,101.0,STREET,204.0,FOLDING KNIFE,AA,Adult Arrest,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,LANKERSHIM,WEBB,34.2157,-118.3878
1003981,241407717,2024-03-22,2024-03-22,19:30,14,Pacific,1403,Misdemeanor,888,TRESPASSING,Not Available,0.0,Non-Binary,Unknown,710.0,OTHER PREMISE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2900 S SEPULVEDA BL,Unknown,34.0286,-118.4294
1003982,242107070,2024-03-20,2024-03-19,23:30,21,Topanga,2156,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6200 OWENSMOUTH AV,Unknown,34.1829,-118.6015
1003983,240212559,2024-08-01,2024-07-31,18:00,2,Rampart,295,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 S BURLINGTON AV,Unknown,34.0456,-118.2789
1003984,241415754,2024-12-10,2024-12-03,16:00,14,Pacific,1413,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 ELECTRIC AV,Unknown,33.9917,-118.4679
1003985,241908128,2024-04-22,2024-04-22,12:45,19,Mission,1958,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0913 1206 0416,58.0,Male,Hispanic/Latin/Mexican,108.0,PARKING LOT,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9700 WOODMAN AV,Unknown,34.2463,-118.4477
1003986,241707811,2024-04-02,2024-04-02,09:00,17,Devonshire,1737,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,1822 0408,57.0,Male,Other,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,16900 SAN FERNANDO MISSION BL,Unknown,34.2721,-118.5004
1003987,241008391,2024-05-01,2024-04-29,21:30,10,West Valley,1005,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0.0,Male,Other,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,17900 ROSCOE BL,Unknown,34.2209,-118.523
1003988,242110595,2024-07-26,2024-07-26,15:00,21,Topanga,2146,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1202,62.0,Female,White,301.0,GAS STATION,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,TOPANGA CANYON BL,VANOWEN                      ST,34.1942,-118.6059
1003989,240205838,2024-02-03,2024-02-03,07:07,2,Rampart,251,Misdemeanor,354,THEFT OF IDENTITY,1501 1822,44.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2600 WILSHIRE BL,Unknown,34.0605,-118.2814
1003990,241606914,2024-04-02,2024-04-02,15:57,16,Foothill,1645,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,30.0,Female,Black,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,12300 OSBORNE ST,Unknown,34.2626,-118.4094
1003991,250604064,2024-12-22,2024-12-22,19:37,6,Hollywood,668,Indictable Offence,330,BURGLARY FROM VEHICLE,1822 1300 0344 1501 1307,43.0,Female,Black,210.0,RESTAURANT/FAST FOOD,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 N WESTERN AV,Unknown,34.0944,-118.3125
1003992,240305446,2024-01-27,2024-01-27,20:15,3,Southwest,399,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0216 0342 0352 1822,23.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4300 S FIGUEROA ST,Unknown,34.0054,-118.2827
1003993,241415656,2024-12-06,2024-09-30,10:47,14,Pacific,1489,Misdemeanor,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,0.0,Non-Binary,Unknown,710.0,OTHER PREMISE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,668.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5500 W 98TH ST,Unknown,33.9478,-118.3772
1003994,241514484,2024-10-04,2024-10-01,19:10,15,N Hollywood,1522,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325 0344,0.0,Male,Other,403.0,DRUG STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13000 VICTORY BL,Unknown,34.1936,-118.4166
1003995,240611396,2024-08-23,2024-08-22,23:00,6,Hollywood,646,Indictable Offence,352,PICKPOCKET,1822 0344 1501,22.0,Female,Japanese,207.0,BAR/COCKTAIL/NIGHTCLUB,No Weapon Recorded,No Weapon Used,IC,Invest Cont,352.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1500 WILCOX AV,Unknown,34.098,-118.331
1003996,241404115,2024-01-03,2024-01-02,12:00,14,Pacific,1494,Misdemeanor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2126,0.0,Non-Binary,Unknown,710.0,OTHER PREMISE,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5600 W CENTURY BL,Unknown,33.9454,-118.3786
1003997,240908837,2024-05-07,2024-05-06,11:30,9,Van Nuys,901,Misdemeanor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,29.0,Male,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,SHERMAN,VAN NUYS,34.2085,-118.4698
1003998,241704421,2024-01-10,2024-01-09,20:00,17,Devonshire,1727,Indictable Offence,330,BURGLARY FROM VEHICLE,0386 0344,37.0,Male,Other,104.0,DRIVEWAY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,19100 CELTIC ST,Unknown,34.2692,-118.5482
1003999,241217651,2024-12-02,2024-10-26,17:56,12,77th Street,1267,Indictable Offence,330,BURGLARY FROM VEHICLE,1609 0329 0344 0352,42.0,Female,Laotian,717.0,HEALTH SPA/GYM,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 W MANCHESTER AV,Unknown,33.9622,-118.285
1004000,241509855,2024-05-01,2024-04-08,12:00,15,N Hollywood,1563,Misdemeanor,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924,38.0,Female,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,649.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11400 MOORPARK ST,Unknown,34.1504,-118.379
1004001,241413735,2024-10-01,2024-09-30,15:30,14,Pacific,1424,Misdemeanor,354,THEFT OF IDENTITY,0377 0930 1822,68.0,Female,Japanese,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3300 INGLEWOOD BL,Unknown,34.016,-118.4367
1004002,242006119,2024-02-18,2024-02-17,17:00,20,Olympic,2014,Indictable Offence,520,VEHICLE - ATTEMPT STOLEN,1300 1307 1822 0329,0.0,Non-Binary,Unknown,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,520.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,KINGSLEY,OAKWOOD,34.0726,-118.3029
1004003,240116090,2024-08-04,2024-08-04,19:55,1,Central,161,Indictable Offence,480,BIKE - STOLEN,0344 1822,18.0,Male,Hispanic/Latin/Mexican,406.0,OTHER STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,480.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 S FIGUEROA ST,Unknown,34.0483,-118.2631
