DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240608856,04/25/2024 12:00:00 AM,04/16/2024 12:00:00 AM,1200,6,Hollywood,644,1,510,VEHICLE - STOLEN,1501 1300 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,510,,,,1400 N  LA BREA                      AV,,34.0962,-118.349
241105985,02/22/2024 12:00:00 AM,02/19/2024 12:00:00 AM,2200,11,Northeast,1183,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
241713028,09/23/2024 12:00:00 AM,09/21/2024 12:00:00 AM,1435,17,Devonshire,1777,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1602 0344,0,X,X,103,ALLEY,,,IC,Invest Cont,341,,,,9300    WOODLEY                      AV,,34.2422,-118.4897
241911187,08/26/2024 12:00:00 AM,08/24/2024 12:00:00 AM,1619,19,Mission,1994,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,22,F,F,101,STREET,,,IC,Invest Cont,740,,,,14900    CANTARA                      ST,,34.2193,-118.4575
240304802,01/15/2024 12:00:00 AM,01/14/2024 12:00:00 AM,2330,3,Southwest,374,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 1202 0360,61,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,3800 S  VAN NESS                     AV,,34.0148,-118.3222
241110258,08/27/2024 12:00:00 AM,08/20/2024 12:00:00 AM,800,11,Northeast,1135,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,39,F,W,505,MOTEL,,,IC,Invest Cont,745,,,,3900    EAGLE ROCK                   BL,,34.1192,-118.2305
241408649,04/15/2024 12:00:00 AM,04/14/2024 12:00:00 AM,1808,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
241011209,09/22/2024 12:00:00 AM,09/16/2024 12:00:00 AM,1155,10,West Valley,1028,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2000,49,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,16500    HAMLIN                       ST,,34.1884,-118.4935
240305370,01/26/2024 12:00:00 AM,01/25/2024 12:00:00 AM,1520,3,Southwest,397,1,210,ROBBERY,0906 1822 0342 0344 0352 0400 2024 0201 1259 1251,17,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4200 S  KANSAS                       AV,,34.0073,-118.2937
240707951,04/08/2024 12:00:00 AM,02/03/2024 12:00:00 AM,1700,7,Wilshire,765,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,X,X,402,MARKET,,,IC,Invest Cont,343,,,,4700 W  PICO                         BL,,34.0486,-118.3383
242010433,07/28/2024 12:00:00 AM,07/28/2024 12:00:00 AM,1640,20,Olympic,2033,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,102,SIDEWALK,,,IC,Invest Cont,522,,,,WILSHIRE                     BL,SERRANO                      AV,34.0617,-118.3066
241105014,01/29/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1600,11,Northeast,1123,1,330,BURGLARY FROM VEHICLE,0344 0358 1609,39,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,2900    LOS FELIZ                    BL,,34.1207,-118.2641
241308964,05/02/2024 12:00:00 AM,05/01/2024 12:00:00 AM,2045,13,Newton,1303,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1100 S  SAN PEDRO                    ST,,34.035,-118.2524
241406585,02/26/2024 12:00:00 AM,01/20/2024 12:00:00 AM,1151,14,Pacific,1452,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,61,F,W,145,MAIL BOX,,,IC,Invest Cont,740,,,,3400    VIA DOLCE,,33.9792,-118.4623
241411830,08/02/2024 12:00:00 AM,07/22/2024 12:00:00 AM,900,14,Pacific,1415,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,300    LINCOLN                      BL,,34.0014,-118.4678
240305156,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1150,3,Southwest,397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 1309 0302 0334 0449 0416 0430 0312,55,F,B,102,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230,,,,43RD                         ST,VERMONT                      AV,34.0055,-118.2937
240609678,06/06/2024 12:00:00 AM,06/05/2024 12:00:00 AM,800,6,Hollywood,638,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1800 N  GRAMERCY                     PL,,34.1038,-118.3123
242009982,07/02/2024 12:00:00 AM,05/08/2024 12:00:00 AM,1220,20,Olympic,2031,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1307,24,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,700 S  NORTON                       AV,,34.0599,-118.3176
240904933,01/27/2024 12:00:00 AM,01/27/2024 12:00:00 AM,1445,9,Van Nuys,923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6400 N  SEPULVEDA                    BL,,34.1867,-118.4662
241404492,01/11/2024 12:00:00 AM,01/11/2024 12:00:00 AM,1935,14,Pacific,1477,1,310,BURGLARY,0342 0344 0321 1609,63,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7800    TRUXTON                      AV,,33.9694,-118.3928
241506537,02/22/2024 12:00:00 AM,02/17/2024 12:00:00 AM,1615,15,N Hollywood,1516,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ARCHWOOD,KRAFT,34.1922,-118.3802
241307159,03/06/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1648,13,Newton,1385,2,662,"BUNCO, GRAND THEFT",0344,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,6200    AVALON                       BL,,33.9832,-118.2652
240705529,02/05/2024 12:00:00 AM,02/04/2024 12:00:00 AM,1930,7,Wilshire,735,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,28,F,W,101,STREET,,,IC,Invest Cont,331,,,,6TH                          ST,LA BREA                      AV,34.0649,-118.344
242110732,08/02/2024 12:00:00 AM,07/31/2024 12:00:00 AM,1826,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 2028,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6700    TOPANGA CANYON               BL,,34.1923,-118.6059
241805500,02/01/2024 12:00:00 AM,02/01/2024 12:00:00 AM,430,18,Southeast,1834,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,40,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,10700    STANFORD                     AV,,33.9393,-118.263
241707262,03/15/2024 12:00:00 AM,03/15/2024 12:00:00 AM,2000,17,Devonshire,1794,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2024 0913 1817,34,F,H,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,8500    RESEDA                       BL,,34.2246,-118.5361
240611071,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,1328,6,Hollywood,642,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 1501,32,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,1400 N  FAIRFAX                      AV,,34.0963,-118.3615
240804338,01/10/2024 12:00:00 AM,01/04/2024 12:00:00 AM,1200,8,West LA,833,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,WESTWOOD                     AV,MASSACHUSETTS                AV,34.0565,-118.4427
240205164,01/23/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1900,2,Rampart,231,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0447 0421 2002,53,M,W,207,BAR/COCKTAIL/NIGHTCLUB,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998.0,,,3100    BEVERLY                      BL,,34.0718,-118.2822
241512560,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2330,15,N Hollywood,1555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1822 0385,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,11200    OTSEGO                       ST,,34.163,-118.3747
240511143,09/06/2024 12:00:00 AM,09/03/2024 12:00:00 AM,100,5,Harbor,566,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  9TH                          ST,,33.736,-118.2836
241509206,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1715,15,N Hollywood,1595,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,O,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,,,,12000    VENTURA                      BL,,34.1437,-118.3928
242109770,06/16/2024 12:00:00 AM,06/14/2024 12:00:00 AM,2019,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
240314414,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,1545,3,Southwest,328,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,19,F,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
241206974,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,2145,12,77th Street,1257,1,351,PURSE SNATCHING,0910 0344 0305 0346 1822 2051 2049,37,F,H,801,MTA BUS,,,IC,Invest Cont,351,,,,79TH                         ST,VERMONT                      AV,33.9678,-118.2915
240308497,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,500,3,Southwest,308,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,23RD                         ST,PORTLAND                     ST,34.0339,-118.281
241909029,05/20/2024 12:00:00 AM,05/19/2024 12:00:00 AM,512,19,Mission,1987,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700    COSTELLO                     AV,,34.2285,-118.4409
240106142,01/30/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1200,1,Central,155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,M,O,726,POLICE FACILITY,,,AA,Adult Arrest,845,,,,200 E  6TH                          ST,,34.0448,-118.2474
241804988,01/22/2024 12:00:00 AM,01/18/2024 12:00:00 AM,930,18,Southeast,1827,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,9400    HOLMES                       AV,,33.951,-118.2408
241109067,07/02/2024 12:00:00 AM,06/29/2024 12:00:00 AM,2205,11,Northeast,1183,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
241508001,03/22/2024 12:00:00 AM,03/18/2024 12:00:00 AM,52,15,N Hollywood,1506,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,M,H,213,WAREHOUSE,,,IC,Invest Cont,442,,,,7100    VINELAND                     AV,,34.2027,-118.3745
241711097,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,340,17,Devonshire,1723,1,310,BURGLARY,0314 0344 1300 1606,34,M,O,104,DRIVEWAY,,,IC,Invest Cont,310,,,,21200    SAN JOSE                     ST,,34.2608,-118.5941
241605579,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,800,16,Foothill,1611,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,54,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11600    WOODCOCK                     AV,,34.2814,-118.4269
241410435,06/17/2024 12:00:00 AM,06/13/2024 12:00:00 AM,1200,14,Pacific,1471,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100    FOWLING                      ST,,33.9566,-118.4496
240311030,06/02/2024 12:00:00 AM,06/01/2024 12:00:00 AM,1930,3,Southwest,314,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,25,F,H,710,OTHER PREMISE,,,IC,Invest Cont,341,,,,W  ADAMS                        BL,10TH                         AV,34.0326,-118.3284
241214227,08/09/2024 12:00:00 AM,08/08/2024 12:00:00 AM,2315,12,77th Street,1211,1,330,BURGLARY FROM VEHICLE,1300 1609 0329 1822 0344 0385,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,5300    11TH                         AV,,33.9949,-118.3294
240411217,11/02/2024 12:00:00 AM,11/01/2024 12:00:00 AM,2000,4,Hollenbeck,449,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 N  EVERGREEN                    AV,,34.052,-118.1958
240208897,04/17/2024 12:00:00 AM,04/16/2024 12:00:00 AM,2300,2,Rampart,285,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  11TH                         ST,,34.0488,-118.2775
240119287,10/01/2024 12:00:00 AM,10/01/2024 12:00:00 AM,2353,1,Central,132,2,888,TRESPASSING,1501 0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
242106568,03/05/2024 12:00:00 AM,03/04/2024 12:00:00 AM,2215,21,Topanga,2187,1,310,BURGLARY,0344 1402 0378 1420,0,M,W,301,GAS STATION,,,IC,Invest Cont,310,998.0,,,5300    TOPANGA CANYON               BL,,34.166,-118.6058
241511558,06/25/2024 12:00:00 AM,06/24/2024 12:00:00 AM,1500,15,N Hollywood,1517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1602 0385 0344,45,F,H,101,STREET,,,IC,Invest Cont,420,,,,6700    ENSIGN                       AV,,34.1921,-118.3714
240510896,08/25/2024 12:00:00 AM,08/24/2024 12:00:00 AM,2100,5,Harbor,513,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 W  LOMITA                       BL,,33.7977,-118.2975
241407906,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,915,14,Pacific,1487,2,860,BATTERY WITH SEXUAL CONTACT,0522 0509,25,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,9100 S  SEPULVEDA                    BL,,33.954,-118.3962
241605860,02/29/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1200,16,Foothill,1659,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6600    DAY                          ST,,34.2529,-118.2758
242012010,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,750,20,Olympic,2029,2,888,TRESPASSING,1822 2004 2052 0910,0,X,X,920,MTA - PURPLE LINE - WILSHIRE/VERMONT,,,IC,Invest Cont,888,,,,3100    WILSHIRE                     BL,,34.0652,-118.2878
242107783,04/08/2024 12:00:00 AM,04/04/2024 12:00:00 AM,1300,21,Topanga,2147,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,20900    SHERMAN                      WY,,34.201,-118.5884
240904557,01/17/2024 12:00:00 AM,01/16/2024 12:00:00 AM,1430,9,Van Nuys,943,2,624,BATTERY - SIMPLE ASSAULT,0400 1258,13,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5600    VAN NUYS                     BL,,34.1747,-118.4442
241211398,05/07/2024 12:00:00 AM,05/07/2024 12:00:00 AM,5,12,77th Street,1233,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0416,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
241205111,01/18/2024 12:00:00 AM,01/17/2024 12:00:00 AM,2200,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  52ND                         ST,,33.9951,-118.3068
241006448,03/09/2024 12:00:00 AM,03/08/2024 12:00:00 AM,2130,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16400    GILMORE                      ST,,34.1876,-118.4902
240308944,04/07/2024 12:00:00 AM,04/06/2024 12:00:00 AM,2100,3,Southwest,312,2,624,BATTERY - SIMPLE ASSAULT,0342 0913 1218 0416 0446 0360,37,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2800 S  REDONDO                      BL,,34.0284,-118.358
241305446,02/01/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1550,13,Newton,1353,2,437,RESISTING ARREST,1212 0400 0906,0,M,H,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,437,,,,1000 E  43RD                         ST,,34.0057,-118.2581
240307655,03/12/2024 12:00:00 AM,03/12/2024 12:00:00 AM,900,3,Southwest,395,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0104,23,X,X,406,OTHER STORE,,,AA,Adult Arrest,341,,,,4000 S  WESTERN                      AV,,34.0109,-118.3089
241806816,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,27,18,Southeast,1864,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0216 1607 1300 1100 0450 0342 1402 0213,28,M,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,998.0,,,900 E  116TH                        ST,,33.9292,-118.2586
240205244,01/24/2024 12:00:00 AM,01/23/2024 12:00:00 AM,2210,2,Rampart,235,1,210,ROBBERY,0906 0913 1820 0400 0416 0355 1309,30,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,100 N  ALVARADO                     ST,,34.0677,-118.2731
241607251,04/14/2024 12:00:00 AM,04/14/2024 12:00:00 AM,855,16,Foothill,1677,2,354,THEFT OF IDENTITY,1822 0928,21,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    FLOWERDALE                   CT,,34.2248,-118.3588
240608101,03/31/2024 12:00:00 AM,03/14/2024 12:00:00 AM,627,6,Hollywood,663,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1501 1822 0325 0604,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
242014153,12/01/2024 12:00:00 AM,11/30/2024 12:00:00 AM,900,20,Olympic,2044,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,29,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900    IROLO                        ST,,34.0559,-118.3009
241409787,05/25/2024 12:00:00 AM,05/24/2024 12:00:00 AM,1530,14,Pacific,1499,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,AVIATION,IMPERIAL,33.9308,-118.3784
241111368,10/13/2024 12:00:00 AM,10/12/2024 12:00:00 AM,2030,11,Northeast,1105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5200    ROCKLAND                     AV,,34.1413,-118.2151
241612003,12/26/2024 12:00:00 AM,12/25/2024 12:00:00 AM,1730,16,Foothill,1667,1,330,BURGLARY FROM VEHICLE,1822 0344,67,M,H,101,STREET,,,IC,Invest Cont,330,,,,9300    SUNLAND PARK                 DR,,34.2397,-118.3661
240216096,10/18/2024 12:00:00 AM,10/16/2024 12:00:00 AM,1100,2,Rampart,299,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    TOBERMAN                     ST,,34.0398,-118.278
241713694,10/21/2024 12:00:00 AM,10/21/2024 12:00:00 AM,1243,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1300,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
241715019,12/17/2024 12:00:00 AM,12/17/2024 12:00:00 AM,1211,17,Devonshire,1771,1,330,BURGLARY FROM VEHICLE,0344 0394,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,9400    WINNETKA                     AV,,34.2402,-118.5807
240116376,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,1700,1,Central,128,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,53,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 E  1ST                          ST,,34.0504,-118.2409
241711800,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,2045,17,Devonshire,1777,1,330,BURGLARY FROM VEHICLE,0344,44,F,H,101,STREET,,,IC,Invest Cont,330,,,,9200    WOODLEY                      AV,,34.2422,-118.4897
240804849,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1955,8,West LA,833,1,210,ROBBERY,0325 1402 1100 0302 0334 0450 1407 2004 0945 0400,0,X,X,401,MINI-MART,102.0,HAND GUN,AA,Adult Arrest,210,998.0,,,1400    WESTWOOD                     BL,,34.0553,-118.4418
240909153,05/16/2024 12:00:00 AM,04/12/2024 12:00:00 AM,1500,9,Van Nuys,985,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,29,M,W,751,WEBSITE,,,IC,Invest Cont,956,,,,14100    MOORPARK                     ST,,34.1505,-118.44
240212355,07/27/2024 12:00:00 AM,07/11/2024 12:00:00 AM,100,2,Rampart,205,1,480,BIKE - STOLEN,1822 0344,31,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,600 N  DILLON                       ST,,34.0786,-118.2788
240511452,09/20/2024 12:00:00 AM,09/19/2024 12:00:00 AM,1800,5,Harbor,501,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 W  184TH                        ST,,33.8638,-118.2996
241008015,04/21/2024 12:00:00 AM,04/21/2024 12:00:00 AM,2140,10,West Valley,1018,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1206 0913 1817 0444 0416 0603 0400,65,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230,,,,16000    CANTLAY                      ST,,34.2022,-118.4815
242013286,10/16/2024 12:00:00 AM,10/10/2024 12:00:00 AM,1320,20,Olympic,2063,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1200 S  WESTERN                      AV,,34.0493,-118.3091
240711510,09/21/2024 12:00:00 AM,09/20/2024 12:00:00 AM,1800,7,Wilshire,764,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 S  BURNSIDE                     AV,,34.0466,-118.3554
241706283,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,2145,17,Devonshire,1737,1,761,BRANDISH WEAPON,0334 0312 1822 1300,27,M,W,501,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,761,,,,10700    GOTHIC                       AV,,34.2647,-118.4892
242112696,10/27/2024 12:00:00 AM,10/26/2024 12:00:00 AM,1404,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0327,50,M,W,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
241412844,09/06/2024 12:00:00 AM,08/31/2024 12:00:00 AM,1310,14,Pacific,1441,2,354,THEFT OF IDENTITY,0930 1822,42,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,00    25TH                         AV,,33.9824,-118.4692
240121582,11/24/2024 12:00:00 AM,11/24/2024 12:00:00 AM,800,1,Central,101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800    CENTENNIAL                   ST,,34.0652,-118.2468
240111227,05/08/2024 12:00:00 AM,05/08/2024 12:00:00 AM,700,1,Central,185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0329 0385,56,M,B,108,PARKING LOT,,,IC,Invest Cont,331,,,,1100 S  MAIN                         ST,,34.0391,-118.2582
242008219,04/10/2024 12:00:00 AM,04/09/2024 12:00:00 AM,2018,20,Olympic,2027,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822,36,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
241509240,04/19/2024 12:00:00 AM,04/18/2024 12:00:00 AM,130,15,N Hollywood,1502,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7700    GOODLAND                     AV,,34.2103,-118.4124
241809567,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,900,18,Southeast,1831,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416,24,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,800 W  126TH                        ST,,33.9184,-118.2892
242113099,10/27/2024 12:00:00 AM,10/25/2024 12:00:00 AM,1400,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0378 1420,69,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
